Draft,Position,Height,Weight,Wingspan,Standing Reach,Hand Length,Hand Width,Standing Vert,Max Vert,Lane Agility,Shuttle,Sprint,Bench
ALL,Guard,77.5,193,77.5,101,NA,NA,NA,NA,NA,NA,NA,0
ALL,Forward,75.75,212,82.75,102,NA,NA,31.5,35,10.56,NA,3.08,9
ALL,Forward,79.25,187,86,108,NA,NA,29.5,36,11.85,NA,3.24,6
ALL,Forward,79.75,235,80.5,104,NA,NA,28,NA,NA,NA,NA,12
ALL,Forward,80.25,226,88.25,108.3,NA,NA,28.5,31.5,12.18,NA,3.43,11
ALL,Guard,72.75,189,77.5,98.5,NA,NA,NA,NA,NA,NA,NA,3
ALL,Forward,82.25,257,87,110.5,NA,NA,27,30.5,12.19,NA,3.3,20
ALL,Forward,77.75,220,91.5,100.5,NA,NA,34.5,41,11.38,NA,3.17,15
ALL,Guard,73,190,81,96.3,NA,NA,34,40.5,11.09,NA,3.1,13
ALL,Forward,82,250,83.75,109.5,NA,NA,24,27.5,11.34,NA,3.33,10
ALL,Guard,71.75,178,76,96,NA,NA,29.5,33,12.19,NA,3.29,2
ALL,Forward,78.75,226,81,96.5,NA,NA,35.5,40.5,10.68,NA,3.28,11
ALL,Forward,78.5,221,84,107,NA,NA,25.5,31.5,11.2,NA,3.31,14
ALL,Forward,78.25,264,85.5,107.5,NA,NA,28,32.5,11.77,NA,3.21,14
ALL,Forward,80.25,217,85.75,109,NA,NA,27.5,32.5,11.44,NA,3.29,14
ALL,Forward,79.75,258,86.25,108.5,NA,NA,26.5,28.5,10.77,NA,3.31,13
ALL,Center,82.75,238,86.5,112,NA,NA,24,27,12.56,NA,3.63,7
ALL,Guard,73.25,188,74.25,96,NA,NA,30,35.5,10.93,NA,3.1,24
ALL,Guard,74.5,194,79,99,NA,NA,26,33,11.43,NA,3.29,8
ALL,Forward,81,226,88.5,109.5,NA,NA,28.5,29.5,12.03,NA,3.2,13
ALL,Center,82,246,83.5,109,NA,NA,24.5,31,11.58,NA,3.37,24
ALL,Forward,77.25,222,83.5,103.5,NA,NA,27,31,12.15,NA,3.33,2
ALL,Forward,78.75,198,84,105.5,NA,NA,31.5,37.5,11.54,NA,3.29,10
ALL,Guard,72,174,78,98,NA,NA,29,33,11.12,NA,3.18,1
ALL,Center,84.75,291,87.5,109,NA,NA,28,31,12.55,NA,3.39,13
ALL,Forward,77.5,214,85,107,NA,NA,NA,NA,NA,NA,NA,0
ALL,Forward,75.5,200,78.25,102,NA,NA,26,30,12.06,NA,3.25,0
ALL,Forward,80,230,81,106,NA,NA,24.5,29,11.55,NA,3.3,11
ALL,Guard,69.5,178,70.75,90.5,NA,NA,28,33,10.53,NA,3.19,16
ALL,Forward,79.25,285,82.75,106.5,NA,NA,28.5,33,12.18,NA,3.31,12
ALL,Forward,81.25,220,82.25,102,NA,NA,32,35.5,11.69,NA,3.34,6
ALL,Forward,81,240,88,111,NA,NA,26,29,11.96,NA,3.35,7
ALL,Forward,79.5,250,86.5,107.5,NA,NA,26,29.5,12.73,NA,3.26,15
ALL,Forward,82,220,84.5,109,NA,NA,NA,NA,NA,NA,NA,NA
ALL,Forward,80.75,227,84.5,106.5,NA,NA,29,33,11.81,NA,3.19,13
ALL,Guard,76.5,212,79,101,NA,NA,26,29.5,11.2,NA,3.27,8
ALL,Guard,72.25,170,73,94.5,NA,NA,29.5,36.5,11.24,NA,3.16,12
ALL,Forward,78,193,84,107,NA,NA,NA,NA,NA,NA,NA,6
ALL,Guard,72.75,167,79.75,99,NA,NA,27.5,32,11.1,NA,3.39,0
ALL,Forward,80.5,221,84,107,NA,NA,33.5,36.5,11.35,NA,3.21,8
ALL,Guard,74.75,203,78,99.5,NA,NA,32,35,11.62,NA,3.03,15
ALL,Guard,73,183,75.75,97,NA,NA,28.5,34,12.06,NA,3.32,15
ALL,Forward,79.75,250,83,107,NA,NA,28.5,33.5,11.8,NA,3.31,22
ALL,Guard,68,155,73,92,NA,NA,33,37.5,11.3,NA,3.04,1
ALL,Forward,79,225,85,105,NA,NA,29.5,35.5,12.85,NA,3.22,15
ALL,Forward,78,223,84,104.5,NA,NA,31.5,37.5,11.75,NA,3.2,13
ALL,Forward,82,230,84.5,109,NA,NA,26,30,11.73,NA,3.4,9
ALL,Center,83.25,249,91,111,NA,NA,29,32,11.92,NA,3.62,8
ALL,Guard,74.25,218,84,100,NA,NA,33.5,37.5,11.12,NA,3.13,NA
ALL,Forward,82.25,230,86.25,112,NA,NA,30.5,31.5,11.8,NA,3.33,15
ALL,Center,83.75,260,83.5,109,NA,NA,NA,NA,NA,NA,NA,12
ALL,Guard,72.75,182,74.5,96,NA,NA,22.5,26.5,11.64,NA,3.28,0
ALL,Forward,81.25,242,83.75,109,NA,NA,28,29,11.36,NA,3.24,19
ALL,Forward,80.75,228,86,108.5,NA,NA,27.5,30,12.96,NA,3.29,18
ALL,Guard,70,207,71.75,92.5,NA,NA,NA,NA,NA,NA,NA,11
ALL,Forward,80.75,278,86,109.5,NA,NA,27.5,30.5,12.97,NA,3.36,13
ALL,Guard,75,200,77,99,NA,NA,27,32.5,12.2,NA,3.24,0
ALL,Forward,79.75,216,84.5,107,NA,NA,27.5,34.5,11.74,NA,3.22,6
ALL,Guard,74.25,191,78.5,100,NA,NA,NA,NA,NA,NA,NA,9
ALL,Forward,79,255,82,105.5,NA,NA,26,28.5,12.24,NA,NA,NA
ALL,Forward,76.25,211,85.5,105.5,NA,NA,32,38,11.17,NA,3.22,7
ALL,Forward,76.5,213,82.25,102,NA,NA,24,30,11.84,NA,3.1,7
ALL,Guard,75,197,79.5,100.5,NA,NA,31,36.5,11.13,NA,3.16,9
ALL,Forward,81.25,253,88.5,109,NA,NA,30,34,10.73,NA,3.19,16
ALL,Forward,81,229,89.5,112,NA,NA,24.5,25,14.45,NA,3.34,10
ALL,Forward,79,237,83.5,104,NA,NA,NA,NA,NA,NA,NA,10
ALL,Guard,72.25,168,74.5,96,NA,NA,25.5,29.5,11.11,NA,3.2,5
ALL,Guard,74.5,179,82,107.5,NA,NA,21,28.5,12.3,NA,3.26,1
ALL,Forward,76.75,198,79,101,NA,NA,25.5,31,10.78,NA,3.27,13
ALL,Forward,77.75,241,85,105.5,NA,NA,32.5,37.5,11.36,NA,3.33,16
ALL,Forward,77.25,211,82.5,104.5,NA,NA,26,33,11.96,NA,3.43,3
ALL,Forward,76.75,199,81.75,103.5,NA,NA,26,30,11.86,NA,3.22,15
ALL,Forward,81,232,82,108,NA,NA,26,29.5,11.05,NA,3.29,13
ALL,Forward,77.5,207,82.25,104,NA,NA,30.5,34.5,11.35,NA,3.25,12
ALL,Guard,76.75,212,79,102,NA,NA,22.5,28.5,10.94,NA,3.38,13
ALL,Forward,79,228,83.5,105.5,NA,NA,27.5,31.5,11.85,NA,3.32,8
ALL,Forward,80.25,239,81.75,106.5,NA,NA,NA,NA,NA,NA,NA,8
ALL,Forward,78,197,80.5,103.5,NA,NA,28.5,29,11.03,NA,3.24,9
ALL,Forward,78.75,203,83.5,104,NA,NA,32.5,38,10.94,NA,3.09,11
ALL,Forward,80,240,85,108.5,NA,NA,24.5,29.5,11.69,NA,3.52,8
ALL,Forward,80.5,233,85.75,108.5,NA,NA,32,35.5,11.19,NA,3.25,12
ALL,Guard,73,181,76.5,98.5,NA,NA,27.5,33.5,11.25,NA,3.31,4
ALL,Guard,74.75,183,77.75,99.5,NA,NA,26,32,11.46,NA,3.3,13
ALL,Guard,72.75,193,74,99,NA,NA,28,35,12.03,NA,3.22,16
ALL,Forward,80.25,218,85,107.5,NA,NA,31,34.5,11.43,NA,3.16,20
ALL,Guard,73.5,212,80,100.5,NA,NA,26,31,11.73,NA,3.29,NA
ALL,Forward,77.75,214,84.5,103,NA,NA,33.5,39,11.21,NA,3.24,11
ALL,Guard,72.25,197,75.5,97,NA,NA,28.5,36,10.34,NA,3.09,10
ALL,Forward,79,213,82,105,NA,NA,33.5,34.5,11.94,NA,3.23,2
ALL,Forward,77.5,202,84.5,104.5,NA,NA,30,34,11.7,NA,3.32,10
ALL,Center,83.5,259,84.5,107,NA,NA,28.5,31,11.9,NA,3.4,16
ALL,Guard,74.25,199,81.5,99.5,NA,NA,31.5,36,NA,NA,3.25,12
ALL,Guard,75.5,188,81.5,99.5,NA,NA,30,37,10.91,NA,3.2,6
ALL,Forward,80.25,229,82.5,105,NA,NA,29.5,33,10.95,NA,3.3,12
ALL,Guard,75,206,80.5,99,NA,NA,35,41.5,11.26,NA,2.91,7
ALL,Guard,74.5,200,79.5,97.5,NA,NA,31.5,38,10.59,NA,3.12,15
ALL,Center,83.5,245,88,111,NA,NA,26.5,31,11.84,NA,3.33,6
ALL,Forward,80.75,214,83.5,104,NA,NA,28.5,34.5,11.96,NA,3.21,7
ALL,Forward,81.5,227,85.5,107,NA,NA,27,30,11.11,NA,3.35,13
ALL,Guard,74.5,178,80.75,102.5,NA,NA,26,32.5,9.65,NA,3.15,12
ALL,Forward,80.25,202,83.75,104.5,NA,NA,32,37,11.81,NA,3.27,6
ALL,Forward,82,243,85,108,NA,NA,30,33,11.59,NA,3.45,17
ALL,Guard,71,176,76,92.5,NA,NA,31,39.5,11.23,NA,3,10
ALL,Forward,76,202,80.25,99,NA,NA,34.5,39,11,NA,3.1,14
ALL,Forward,83.5,224,87,110,NA,NA,31,33.5,12.13,NA,3.36,2
ALL,Center,85,264,88,111,NA,NA,23.5,27.5,12.5,NA,3.59,6
ALL,Forward,78.25,242,86.75,107,NA,NA,31,34,11.47,NA,3.13,15
ALL,Forward,78.25,231,83.5,103,NA,NA,31.5,34.5,11.4,NA,3.23,11
ALL,Forward,81.25,252,87,104,NA,NA,23,29,11.65,NA,3.6,10
ALL,Forward,82.25,251,88.5,110,NA,NA,25.5,28.5,12.1,NA,3.54,8
ALL,Guard,71.5,189,77.5,92,NA,NA,31,35.5,10.77,NA,3.2,9
ALL,Center,82.5,301,90.5,111,NA,NA,28,31,12.25,NA,3.53,16
ALL,Forward,81.25,218,83.75,107,NA,NA,25.5,28.5,12.19,NA,3.47,13
ALL,Center,82,314,90.5,113,NA,NA,21.5,25.5,12.37,NA,3.56,15
ALL,Center,85,241,86.5,110.3,NA,NA,27,30,12.47,NA,3.46,8
ALL,Forward,78,267,83.5,101.5,NA,NA,31.5,33,12.56,NA,3.31,18
ALL,Guard,76.25,221,80,101,NA,NA,34.5,37.5,10.08,NA,3.12,22
ALL,Forward,80.75,232,90,109,NA,NA,29,32,13.05,NA,3.36,14
ALL,Forward,81.5,228,82.75,108.5,NA,NA,32,33,11.46,NA,3.09,9
ALL,Forward,80.25,271,82.5,102.5,NA,NA,34.5,36.5,11.7,NA,3.16,21
ALL,Guard,75.5,193,78.5,100.5,NA,NA,26.5,33,11.51,NA,3.19,10
ALL,Guard,73.5,179,78.25,99,NA,NA,28.5,35,11.7,NA,3.17,13
ALL,Forward,75.5,200,83.25,101,NA,NA,39.5,45.5,11.33,NA,3.1,10
ALL,Forward,81.25,222,87,110,NA,NA,26.5,33,11.77,NA,3.21,3
ALL,Forward,76.25,205,80,99.5,NA,NA,35.5,37.5,11.57,NA,3.29,12
ALL,Forward,80,242,84.25,106,NA,NA,27,31.5,12.25,NA,3.35,11
ALL,Center,80,274,86,107.5,NA,NA,NA,NA,NA,NA,NA,NA
ALL,Center,83.75,266,90.5,113.5,NA,NA,27,28.5,12.87,NA,3.5,17
ALL,Guard,76,197,81.25,100.5,NA,NA,33,40.5,11.38,NA,3.19,13
ALL,Forward,82.25,224,88,108,NA,NA,30.5,38.5,11.99,NA,3.15,11
ALL,Forward,80.25,244,83.75,105.5,NA,NA,29,32.5,11.25,NA,3.3,17
ALL,Forward,76.75,196,82.75,103,NA,NA,26,31,11.42,NA,3.31,23
ALL,Forward,79.25,223,84,103,NA,NA,33,38.5,11.19,NA,3.15,14
ALL,Guard,71.75,171,77.25,97,NA,NA,34.5,41,10.97,NA,3.1,2
ALL,Center,83.25,278,89,111.5,NA,NA,23.5,30,12.41,NA,3.59,18
ALL,Forward,78.75,226,81,105,NA,NA,32.5,36.5,12.05,NA,3.4,12
ALL,Center,82.75,227,88,109.5,NA,NA,32.5,35,11.27,NA,3.12,13
ALL,Guard,74,178,78.75,100,NA,NA,30.5,34.5,11.38,NA,3.21,1
ALL,Forward,77.5,213,81.25,101,NA,NA,36,40,11.06,NA,3.12,12
ALL,Guard,73.25,183,75.5,96.5,NA,NA,33,36.5,11.53,NA,3.1,0
ALL,Forward,82.25,247,84.5,108.5,NA,NA,24,30,11.65,NA,3.45,8
ALL,Guard,75.25,207,80.25,99.5,NA,NA,29,41,10.57,NA,3.15,9
ALL,Forward,78.5,185,83.5,103,NA,NA,33,43,11.64,NA,3.08,0
ALL,Forward,81.75,230,83,105.5,NA,NA,28.5,34.5,11.22,NA,3.43,11
ALL,Forward,80.75,200,85.5,106.5,NA,NA,26.5,29.5,13.42,NA,3.5,2
ALL,Forward,82.25,227,86.5,110.5,NA,NA,23,26,12,NA,3.7,4
ALL,Guard,69,166,73.5,92,NA,NA,27,32,11.93,NA,3.27,5
ALL,Guard,70.75,178,74.75,94,NA,NA,26,31,11.5,NA,3.34,5
ALL,Forward,80.75,230,80,102.5,NA,NA,32,37,10.77,NA,3.19,14
ALL,Forward,76.75,213,83.5,102.5,NA,NA,32.5,39.5,11.75,NA,3.12,15
ALL,Guard,75.5,180,76.5,99,NA,NA,30.5,35.5,10.97,NA,3.15,2
ALL,Guard,77.5,194,82.5,103.5,NA,NA,29,34,11.47,NA,3.22,1
ALL,Guard,73,176,76.5,98,NA,NA,28.5,33,12.05,NA,3.2,3
ALL,Forward,80.75,241,81.75,105.5,NA,NA,27,30.5,11.75,NA,3.47,14
ALL,Forward,82.25,209,89.75,110.5,NA,NA,23.5,29.5,13.28,NA,3.55,0
ALL,Forward,78.25,235,84.25,105,NA,NA,27.5,34,11.69,NA,3.41,12
ALL,Guard,71.75,172,81.5,99.5,NA,NA,28.5,35,11.3,NA,3.22,4
ALL,Forward,75.75,215,84.5,102,NA,NA,30,35.5,11.29,NA,3.23,15
ALL,Forward,78.75,235,85.75,103.8,NA,NA,33.5,37.5,11.17,NA,3.2,19
ALL,Guard,72.75,199,79.5,97.5,NA,NA,28,37.5,11.96,NA,3.2,1
ALL,Forward,78.75,187,83.25,104.5,NA,NA,28,33,11.95,NA,3.25,7
ALL,Center,80.5,235,89,109,NA,NA,29,30.5,12.02,NA,3.46,9
ALL,Guard,72,184,78.75,97,NA,NA,32.5,37.5,10.97,NA,3.19,4
ALL,Forward,79.5,243,83.5,104.5,NA,NA,27.5,33,12.07,NA,3.47,16
ALL,Forward,84.75,246,89.5,113,NA,NA,24.5,28,11.83,NA,3.48,10
ALL,Forward,79.75,236,85.5,105.5,NA,NA,23,29,12.25,NA,3.3,19
ALL,Forward,79,247,83.5,106.5,NA,NA,27.5,33.5,11.37,NA,3.21,18
ALL,Forward,80.25,271,86.5,109,NA,NA,25.5,29,11.83,NA,3.38,13
ALL,Forward,76.5,219,80.5,103,NA,NA,NA,29,13.8,NA,NA,0
ALL,Forward,80.5,235.5,87.5,108,NA,NA,28,29.5,12.3,NA,3.4,10
ALL,Forward,77.5,287,84,103,NA,NA,27,31,13.04,NA,3.47,15
ALL,Center,84.75,243,86,110,NA,NA,26,29.5,11.53,NA,3.55,NA
ALL,Center,82,222.5,85.25,109.5,NA,NA,NA,NA,NA,NA,NA,2
ALL,Guard,70.5,166,72,94.5,NA,NA,36,42.5,10.48,NA,3.06,6
ALL,Forward,76,205,83,102,NA,NA,35,38,11.4,NA,3.15,10
ALL,Guard,72.25,189,76,96.5,NA,NA,26.5,33.5,10.98,NA,3.24,1
ALL,Forward,76.25,219.5,79,100,NA,NA,34,38,11.55,NA,3,19
ALL,Guard,76.5,175,82,102.5,NA,NA,NA,NA,NA,NA,NA,0
ALL,Forward,79.75,220.5,86,107.5,NA,NA,33.5,37.5,12.12,NA,3.16,18
ALL,Guard,72,184,75.75,95.5,NA,NA,30,37.5,12.54,NA,3.41,0
ALL,Guard,69,200,73.5,93,NA,NA,27.5,32,10.59,NA,3.32,6
ALL,Forward,81.75,262,82.5,106.5,NA,NA,21,28.5,11.75,NA,3.52,13
ALL,Forward,81.25,219,80.5,106,NA,NA,27,30,11.6,NA,3.44,2
ALL,Guard,71.75,176,76,93,NA,NA,35,38.5,11.12,NA,3.18,13
ALL,Forward,78,238,82,104.5,NA,NA,NA,NA,NA,NA,NA,NA
ALL,Forward,79.5,239,84.5,105.5,NA,NA,29.5,33.5,12,NA,3.25,13
ALL,Forward,79.5,227,81.5,103,NA,NA,30,34,10.73,NA,3.25,20
ALL,Guard,72.75,175,75.75,97.5,NA,NA,33,37.5,10.55,NA,3.22,9
ALL,Forward,79.5,202,83,104.5,NA,NA,29.5,34.5,12.58,NA,3.2,11
ALL,Guard,73.75,181,78,97.5,NA,NA,29.5,33.5,11.7,NA,3.34,9
ALL,Forward,79.25,220,84.5,105.5,NA,NA,33,32.5,11.23,NA,NA,15
ALL,Forward,74.75,200,80,100.5,NA,NA,31.5,35,11.5,NA,3.19,5
ALL,Guard,74.75,195,78.25,98.5,NA,NA,29,33,11.79,NA,3.25,0
ALL,Forward,77.5,183,83,101.5,NA,NA,29.5,34.5,11.92,NA,3.37,0
ALL,Guard,69.5,174,70,91,NA,NA,NA,NA,11.22,NA,3.32,6
ALL,Guard,71.75,176.5,75.5,95,NA,NA,29.5,38.5,11.12,NA,3.27,5
ALL,Guard,75,170,80,100,NA,NA,29,36,11.23,NA,3.35,0
ALL,Forward,81.25,238,83,105.5,NA,NA,26,32,11.48,NA,3.58,3
ALL,Forward,78.5,210,81,104,NA,NA,27.5,33,11.32,NA,3.28,NA
ALL,Forward,78.5,211.5,80.5,104,NA,NA,27,33.5,11.9,NA,3.33,13
ALL,Forward,81,282,85,108,NA,NA,28.5,30,12.44,NA,3.6,20
ALL,Guard,76,218,80,102.5,NA,NA,27.5,30.5,11.51,NA,3.4,12
ALL,Forward,81.5,257,83.25,106.5,NA,NA,NA,NA,NA,NA,NA,7
ALL,Forward,81,197.5,80,104,NA,NA,31,34.5,10.85,NA,3.24,12
ALL,Guard,73.5,205.5,76.5,97.5,NA,NA,31,38.5,10.99,NA,3.31,24
ALL,Forward,80,236.5,84.5,104.5,NA,NA,30.5,33.5,12.12,NA,3.46,13
ALL,Forward,83,250,85.5,107,NA,NA,33,35,11.52,NA,3.33,20
ALL,Forward,77,222,81.5,103.5,NA,NA,28,34.5,10.83,NA,3.06,8
ALL,Forward,80.75,215,82.5,106,NA,NA,25,29,11.85,NA,3.53,5
ALL,Forward,78.25,244,84.5,105,NA,NA,30.5,34,11,NA,3.4,22
ALL,Center,83.5,208,87.5,112.5,NA,NA,24.5,27.5,13.16,NA,3.69,4
ALL,Forward,78.5,234.5,83.5,104.5,NA,NA,28,35,11.38,NA,3.45,15
ALL,Forward,81,223,82.5,106,NA,NA,26,29,11.28,NA,3.35,3
ALL,Forward,77.5,214,81.5,103.5,NA,NA,28.5,35,10.93,NA,3.2,6
ALL,Guard,76.5,205,80.5,101.5,NA,NA,33.5,36.5,11.79,NA,3.3,17
ALL,Guard,74.5,184,77.25,100,NA,NA,27.5,34,10.4,NA,3.1,9
ALL,Forward,78.25,218,81.25,104,NA,NA,28.5,33.5,11.1,NA,3.27,13
ALL,Forward,76.75,214,81,102,NA,NA,27,31,12.06,NA,3.34,12
ALL,Forward,80.5,228,81.5,104.5,NA,NA,27.5,31.5,11.21,NA,3.31,4
ALL,Guard,70.75,189,77.5,94.5,NA,NA,31.5,37.5,11.13,NA,3.25,14
ALL,Forward,77.5,209,80,103.5,NA,NA,29,32.5,11.66,NA,NA,11
ALL,Guard,75,194,75.5,96,NA,NA,26,31,11.62,NA,3.44,8
ALL,Guard,72,177,75,94,NA,NA,33.5,43,10.66,NA,3.06,12
ALL,Guard,74.25,184.5,81,97.5,NA,NA,38.5,42.5,10.98,NA,3.21,10
ALL,Center,83.5,224,87,111.5,NA,NA,24.5,28,12.72,NA,3.36,2
ALL,Forward,81.5,273,83,107.5,NA,NA,23.5,25.5,12.14,NA,3.52,18
ALL,Forward,81.75,240.5,86.5,109.5,NA,NA,24.5,30,12.45,NA,3.43,15
ALL,Forward,78.5,198,80.5,103,NA,NA,33,21,11.32,NA,3.22,12
ALL,Forward,77.25,258,81.25,103,NA,NA,27,29,11.98,NA,3.46,13
ALL,Guard,75.5,194.5,78.5,101.5,NA,NA,26.5,31,12.08,NA,3.33,7
ALL,Guard,73.25,165.5,74.5,96.5,NA,NA,28.5,35.5,10.75,NA,3.23,0
ALL,Forward,81.5,244.5,90,110,NA,NA,28,30.5,12.38,NA,3.45,11
